label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%,cap%
spam,Ne ratez pas cette opportunité unique de gagner gros !,ne ratez pas cette opportunité unique de gagner gros ,"['ne', 'ratez', 'pas', 'cette', 'opportunité', 'unique', 'de', 'gagner', 'gros']","['ratez', 'cette', 'opportunité', 'unique', 'gagner', 'gros']","['rater', 'ce', 'opportunité', 'unique', 'gagner', 'gros']",0.40506329113924056,0.1833333333333333,0.04035874439461882
ham,As-tu vu mon dernier message ?,astu vu mon dernier message ,"['astu', 'vu', 'mon', 'dernier', 'message']","['astu', 'vu', 'dernier', 'message']","['astu', 'voir', 'dernier', 'message']",0.15189873417721522,0.6666666666666666,0.12107623318385652
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com",félicitations  vous avez gagné un iphone 15 cliquez ici pour le réclamer  wwwfakelinkcom,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'iphone', '15', 'cliquez', 'ici', 'pour', 'le', 'réclamer', 'wwwfakelinkcom']","['félicitations', 'gagné', 'iphone', '15', 'cliquez', 'ici', 'réclamer', 'wwwfakelinkcom']","['félicitation', 'gagner', 'iphone', '15', 'cliquer', 'ici', 'réclamer', 'wwwfakelinkcom']",0.8481012658227849,0.625,0.10762331838565023
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
spam,Mettez à jour vos informations pour éviter la suppression de votre compte.,mettez à jour vos informations pour éviter la suppression de votre compte,"['mettez', 'à', 'jour', 'vos', 'informations', 'pour', 'éviter', 'la', 'suppression', 'de', 'votre', 'compte']","['mettez', 'jour', 'informations', 'éviter', 'suppression', 'compte']","['mettre', 'jour', 'information', 'éviter', 'suppression', 'compte']",0.6329113924050633,0.13333333333333333,0.013452914798206282
ham,Peux-tu acheter du pain en rentrant ?,peuxtu acheter du pain en rentrant ,"['peuxtu', 'acheter', 'du', 'pain', 'en', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']","['peuxtu', 'acheter', 'pain', 'rentrant']",0.22784810126582278,0.5416666666666666,0.08520179372197312
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']",0.22784810126582278,0.26666666666666666,0.08520179372197312
spam,Trop beau pour être vrai ? Essayez et voyez par vous-même !,trop beau pour être vrai  essayez et voyez par vousmême ,"['trop', 'beau', 'pour', 'être', 'vrai', 'essayez', 'et', 'voyez', 'par', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voyez', 'vousmême']","['trop', 'beau', 'être', 'vrai', 'essayez', 'voir', 'vousmême']",0.44303797468354433,0.5166666666666666,0.13004484304932737
spam,"Nous avons un super investissement pour vous, contactez-nous maintenant.",nous avons un super investissement pour vous contacteznous maintenant,"['nous', 'avons', 'un', 'super', 'investissement', 'pour', 'vous', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']","['super', 'investissement', 'contacteznous', 'maintenant']",0.6455696202531646,0.39166666666666666,0.013452914798206282
ham,J’ai une super nouvelle à t’annoncer !,j’ai une super nouvelle à t’annoncer ,"['j', '’', 'ai', 'une', 'super', 'nouvelle', 'à', 't', '’', 'annoncer']","['’', 'super', 'nouvelle', '’', 'annoncer']","['’', 'super', 'nouveau', '’', 'annoncer']",0.24050632911392406,0.2583333333333333,0.08071748878923768
ham,Je suis super content pour toi !,je suis super content pour toi ,"['je', 'suis', 'super', 'content', 'pour', 'toi']","['super', 'content']","['super', 'content']",0.16455696202531644,0.31666666666666665,0.11210762331838567
ham,"Bonjour, je suis occupé en ce moment. Je te rappelle plus tard.",bonjour je suis occupé en ce moment je te rappelle plus tard,"['bonjour', 'je', 'suis', 'occupé', 'en', 'ce', 'moment', 'je', 'te', 'rappelle', 'plus', 'tard']","['bonjour', 'occupé', 'moment', 'rappelle', 'plus', 'tard']","['bonjour', 'occuper', 'moment', 'rappell', 'plus', 'tard']",0.49367088607594933,0.4833333333333334,0.11210762331838567
ham,Bonne chance pour ton entretien !,bonne chance pour ton entretien ,"['bonne', 'chance', 'pour', 'ton', 'entretien']","['bonne', 'chance', 'entretien']","['bon', 'chance', 'entretien']",0.189873417721519,0.29999999999999993,0.10313901345291479
spam,"Félicitations ! Vous avez gagné un iPhone 15, cliquez ici pour le réclamer : www.fake-link.com",félicitations  vous avez gagné un iphone 15 cliquez ici pour le réclamer  wwwfakelinkcom,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'iphone', '15', 'cliquez', 'ici', 'pour', 'le', 'réclamer', 'wwwfakelinkcom']","['félicitations', 'gagné', 'iphone', '15', 'cliquez', 'ici', 'réclamer', 'wwwfakelinkcom']","['félicitation', 'gagner', 'iphone', '15', 'cliquer', 'ici', 'réclamer', 'wwwfakelinkcom']",0.8481012658227849,0.625,0.10762331838565023
spam,"Profitez d’une offre exclusive, mais dépêchez-vous, stock limité !",profitez d’une offre exclusive mais dépêchezvous stock limité ,"['profitez', 'd', '’', 'une', 'offre', 'exclusive', 'mais', 'dépêchezvous', 'stock', 'limité']","['profitez', '’', 'offre', 'exclusive', 'dépêchezvous', 'stock', 'limité']","['profiter', '’', 'offrir', 'exclusif', 'dépêchezvou', 'stock', 'limité']",0.569620253164557,0.575,0.017937219730941707
ham,C’était une journée incroyable !,c’était une journée incroyable ,"['c', '’', 'était', 'une', 'journée', 'incroyable']","['’', 'journée', 'incroyable']","['’', 'journée', 'incroyable']",0.189873417721519,0.29999999999999993,0.10313901345291479
ham,"Salut, je t'envoie le document par email. Merci !",salut je tenvoie le document par email merci ,"['salut', 'je', 'tenvoie', 'le', 'document', 'par', 'email', 'merci']","['salut', 'tenvoie', 'document', 'email', 'merci']","['salut', 'tenvoie', 'document', 'e-mail', 'merci']",0.35443037974683544,0.8166666666666667,0.16143497757847539
ham,Tu peux me rappeler quand tu es dispo ?,tu peux me rappeler quand tu es dispo ,"['tu', 'peux', 'me', 'rappeler', 'quand', 'tu', 'es', 'dispo']","['peux', 'rappeler', 'quand', 'dispo']","['peu', 'rappeler', 'quand', 'dispo']",0.22784810126582278,0.26666666666666666,0.08520179372197312
spam,"Votre compte PayPal a été compromis, réinitialisez votre mot de passe ici.",votre compte paypal a été compromis réinitialisez votre mot de passe ici,"['votre', 'compte', 'paypal', 'a', 'été', 'compromis', 'réinitialisez', 'votre', 'mot', 'de', 'passe', 'ici']","['compte', 'paypal', 'compromis', 'réinitialisez', 'mot', 'passe', 'ici']","['compte', 'paypal', 'compromettre', 'réinitialiser', 'mot', 'passer', 'ici']",0.6329113924050633,0.26666666666666666,0.15695067264573992
spam,Félicitations ! Vous avez gagné un prix de 20000 €. Cliquez ici pour réclamer : www.fakelink3.com,félicitations  vous avez gagné un prix de 20000 € cliquez ici pour réclamer  wwwfakelink3com,"['félicitations', 'vous', 'avez', 'gagné', 'un', 'prix', 'de', '20000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink3com']","['félicitations', 'gagné', 'prix', '20000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink3com']","['félicitation', 'gagner', 'prix', '20000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink3com']",0.8734177215189873,0.5083333333333333,0.10762331838565023
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !,vous venez de gagner une carte cadeau amazon de 500€ ,"['vous', 'venez', 'de', 'gagner', 'une', 'carte', 'cadeau', 'amazon', 'de', '500€']","['venez', 'gagner', 'carte', 'cadeau', 'amazon', '500€']","['venir', 'gagner', 'carte', 'cadeau', 'amazon', '500', 'euro']",0.3924050632911392,0.19166666666666665,0.14349775784753366
ham,Je suis bloqué dans les embouteillages…,je suis bloqué dans les embouteillages…,"['je', 'suis', 'bloqué', 'dans', 'les', 'embouteillages…']","['bloqué', 'embouteillages…']","['bloquer', 'embouteillage', '…']",0.2658227848101266,0.0,0.07174887892376686
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com",votre compte bancaire a été bloqué vérifiez votre identité ici  wwwfauxsitecom,"['votre', 'compte', 'bancaire', 'a', 'été', 'bloqué', 'vérifiez', 'votre', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloqué', 'vérifiez', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloquer', 'vérifier', 'identiter', 'ici', 'wwwfauxsitecom']",0.7468354430379747,0.575,0.004484304932735432
spam,"Nouveau job à domicile, gagnez jusqu’à 3000€ par mois !",nouveau job à domicile gagnez jusqu’à 3000€ par mois ,"['nouveau', 'job', 'à', 'domicile', 'gagnez', 'jusqu', '’', 'à', '3000€', 'par', 'mois']","['nouveau', 'job', 'domicile', 'gagnez', 'jusqu', '’', '3000€', 'mois']","['nouveau', 'job', 'domicil', 'gagnez', 'jusqu', '’', '3000', '€', 'mois']",0.4177215189873418,0.3583333333333333,0.04035874439461882
ham,"J'ai adoré notre sortie d’hier, à refaire !",jai adoré notre sortie d’hier à refaire ,"['jai', 'adoré', 'notre', 'sortie', 'd', '’', 'hier', 'à', 'refaire']","['jai', 'adoré', 'sortie', '’', 'hier', 'refaire']","['jai', 'adorer', 'sortir', '’', 'hier', 'refaire']",0.2911392405063291,0.6916666666666667,0.06726457399103142
spam,Vous venez de gagner une carte cadeau Amazon de 500€ !,vous venez de gagner une carte cadeau amazon de 500€ ,"['vous', 'venez', 'de', 'gagner', 'une', 'carte', 'cadeau', 'amazon', 'de', '500€']","['venez', 'gagner', 'carte', 'cadeau', 'amazon', '500€']","['venir', 'gagner', 'carte', 'cadeau', 'amazon', '500', 'euro']",0.3924050632911392,0.19166666666666665,0.14349775784753366
spam,"Crédit rapide sans enquête, obtenez 5000€ en moins de 24h.",crédit rapide sans enquête obtenez 5000€ en moins de 24h,"['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'en', 'moins', 'de', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenez', '5000€', 'moins', '24h']","['crédit', 'rapide', 'sans', 'enquête', 'obtenir', '5000', 'euro', 'moins', '24h']",0.45569620253164556,0.3416666666666667,0.03139013452914798
spam,Votre compte a été sélectionné pour une récompense de 5000 €. Cliquez ici pour réclamer : www.fakelink2.com,votre compte a été sélectionné pour une récompense de 5000 € cliquez ici pour réclamer  wwwfakelink2com,"['votre', 'compte', 'a', 'été', 'sélectionné', 'pour', 'une', 'récompense', 'de', '5000', '€', 'cliquez', 'ici', 'pour', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionné', 'récompense', '5000', '€', 'cliquez', 'ici', 'réclamer', 'wwwfakelink2com']","['compte', 'sélectionner', 'récompense', '5000', 'euro', 'cliquer', 'ici', 'réclamer', 'wwwfakelink2com']",0.9873417721518987,0.3666666666666666,0.04035874439461882
ham,"Je suis en route, j’arrive dans 10 min.",je suis en route j’arrive dans 10 min,"['je', 'suis', 'en', 'route', 'j', '’', 'arrive', 'dans', '10', 'min']","['route', '’', 'arrive', '10', 'min']","['rout', '’', 'arriver', '10', 'min']",0.24050632911392406,0.5166666666666666,0.08071748878923768
spam,"Offre spéciale : 70% de réduction sur tous nos produits, cliquez ici : www.promo-fake.com",offre spéciale  70 de réduction sur tous nos produits cliquez ici  wwwpromofakecom,"['offre', 'spéciale', '70', 'de', 'réduction', 'sur', 'tous', 'nos', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offre', 'spéciale', '70', 'réduction', 'tous', 'produits', 'cliquez', 'ici', 'wwwpromofakecom']","['offrir', 'spécial', '70', 'réduction', 'tout', 'produit', 'cliquer', 'ici', 'wwwpromofakecom']",0.7974683544303798,0.7666666666666666,0.0
ham,Je t’attends devant la gare.,je t’attends devant la gare,"['je', 't', '’', 'attends', 'devant', 'la', 'gare']","['’', 'attends', 'devant', 'gare']","['’', 'attend', 'devant', 'gare']",0.13924050632911394,0.35,0.13004484304932737
spam,"Votre carte bancaire va être bloquée, cliquez ici pour éviter la suspension.",votre carte bancaire va être bloquée cliquez ici pour éviter la suspension,"['votre', 'carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'pour', 'éviter', 'la', 'suspension']","['carte', 'bancaire', 'va', 'être', 'bloquée', 'cliquez', 'ici', 'éviter', 'suspension']","['carte', 'bancaire', 'aller', 'être', 'bloquer', 'cliquer', 'ici', 'éviter', 'suspension']",0.6582278481012658,0.2583333333333333,0.008968609865470843
ham,Repose-toi bien et prends soin de toi !,reposetoi bien et prends soin de toi ,"['reposetoi', 'bien', 'et', 'prends', 'soin', 'de', 'toi']","['reposetoi', 'bien', 'prends', 'soin']","['reposetoi', 'bien', 'prend', 'soin']",0.24050632911392406,0.5166666666666666,0.08071748878923768
spam,Il ne reste que quelques heures pour profiter de cette offre exceptionnelle.,il ne reste que quelques heures pour profiter de cette offre exceptionnelle,"['il', 'ne', 'reste', 'que', 'quelques', 'heures', 'pour', 'profiter', 'de', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelques', 'heures', 'profiter', 'cette', 'offre', 'exceptionnelle']","['reste', 'quelque', 'heure', 'profiter', 'ce', 'offre', 'exceptionnel']",0.6582278481012658,0.125,0.008968609865470843
spam,"Votre compte bancaire a été bloqué, vérifiez votre identité ici : www.faux-site.com",votre compte bancaire a été bloqué vérifiez votre identité ici  wwwfauxsitecom,"['votre', 'compte', 'bancaire', 'a', 'été', 'bloqué', 'vérifiez', 'votre', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloqué', 'vérifiez', 'identité', 'ici', 'wwwfauxsitecom']","['compte', 'bancaire', 'bloquer', 'vérifier', 'identiter', 'ici', 'wwwfauxsitecom']",0.7468354430379747,0.575,0.004484304932735432
spam,Vous avez été sélectionné pour un héritage de 20000 €. Contactez-nous immédiatement !,vous avez été sélectionné pour un héritage de 20000 € contacteznous immédiatement ,"['vous', 'avez', 'été', 'sélectionné', 'pour', 'un', 'héritage', 'de', '20000', '€', 'contacteznous', 'immédiatement']","['sélectionné', 'héritage', '20000', '€', 'contacteznous', 'immédiatement']","['sélectionner', 'héritage', '20000', 'euro', 'contacteznous', 'immédiatement']",0.759493670886076,0.3416666666666667,0.06278026905829598
ham,"Je suis au travail, je te rappelle plus tard.",je suis au travail je te rappelle plus tard,"['je', 'suis', 'au', 'travail', 'je', 'te', 'rappelle', 'plus', 'tard']","['travail', 'rappelle', 'plus', 'tard']","['travail', 'rappell', 'plus', 'tard']",0.3037974683544304,0.45,0.06278026905829598
spam,"Nous avons détecté une activité suspecte sur votre compte, vérifiez ici.",nous avons détecté une activité suspecte sur votre compte vérifiez ici,"['nous', 'avons', 'détecté', 'une', 'activité', 'suspecte', 'sur', 'votre', 'compte', 'vérifiez', 'ici']","['détecté', 'activité', 'suspecte', 'compte', 'vérifiez', 'ici']","['détecter', 'activité', 'suspect', 'compte', 'vérifier', 'ici']",0.620253164556962,0.26666666666666666,0.013452914798206282
ham,As-tu vu mon dernier message ?,astu vu mon dernier message ,"['astu', 'vu', 'mon', 'dernier', 'message']","['astu', 'vu', 'dernier', 'message']","['astu', 'voir', 'dernier', 'message']",0.15189873417721522,0.6666666666666666,0.12107623318385652
spam,Félicitations ! Vous êtes éligible pour un prêt de 20000 €. Contactez-nous dès maintenant !,félicitations  vous êtes éligible pour un prêt de 20000 € contacteznous dès maintenant ,"['félicitations', 'vous', 'êtes', 'éligible', 'pour', 'un', 'prêt', 'de', '20000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitations', 'éligible', 'prêt', '20000', '€', 'contacteznous', 'dès', 'maintenant']","['félicitation', 'éligible', 'prêt', '20000', 'euro', 'contacteznous', 'dès', 'maintenant']",0.810126582278481,0.43333333333333335,0.11659192825112108
