label,text,text_np,text_tokens,text_nostop,text_lem
spam,اكسب المال من المنزل ببضع نقرات فقط!,اكسب المال من المنزل ببضع نقرات فقط,"['اكسب', 'المال', 'من', 'المنزل', 'ببضع', 'نقرات', 'فقط']","['اكسب', 'المال', 'المنزل', 'ببضع', 'نقرات', 'فقط']",اكسب مَال مَنزِل بِ بِضع نَقرَة فَقَط
ham,مرحبًا، أنا متأخر بسبب الزحام المروري. أراك قريبًا!,مرحبًا، أنا متأخر بسبب الزحام المروري أراك قريبًا,"['مرحبًا،', 'أنا', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']","['مرحبًا،', 'متأخر', 'بسبب', 'الزحام', 'المروري', 'أراك', 'قريبًا']",مُرَحَّب ، مُتَأَخِّر بِ سَبَب زِحَام مُرَوِّر أَرَاك قَرِيب
ham,أتمنى أن تكون بخير، لم نلتقِ منذ فترة!,أتمنى أن تكون بخير، لم نلتقِ منذ فترة,"['أتمنى', 'أن', 'تكون', 'بخير،', 'لم', 'نلتقِ', 'منذ', 'فترة']","['أتمنى', 'تكون', 'بخير،', 'نلتقِ', 'فترة']",تَمَنَّى كَان بِ خَير ، اِلتَقَِ فَترَة
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m
spam,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير!,اكسب مكافآت من خلال الإجابة على هذا الاستبيان القصير,"['اكسب', 'مكافآت', 'من', 'خلال', 'الإجابة', 'على', 'هذا', 'الاستبيان', 'القصير']","['اكسب', 'مكافآت', 'خلال', 'الإجابة', 'الاستبيان', 'القصير']",اكسب مُكَافَأَة خِلَالَ إِجَابَة اِستِبيَان قَصِير
ham,شكرًا لمساعدتك، كان ذلك رائعًا!,شكرًا لمساعدتك، كان ذلك رائعًا,"['شكرًا', 'لمساعدتك،', 'كان', 'ذلك', 'رائعًا']","['شكرًا', 'لمساعدتك،', 'رائعًا']",شُكر لِ مُسَاعَدَة هُوَ ، رَائِع
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم
spam,يجب تأكيد حسابك فورًا لتجنب حذفه.,يجب تأكيد حسابك فورًا لتجنب حذفه,"['يجب', 'تأكيد', 'حسابك', 'فورًا', 'لتجنب', 'حذفه']","['يجب', 'تأكيد', 'حسابك', 'فورًا', 'لتجنب', 'حذفه']",وَجَب تَأكِيد حَسَّابَك فَور لِ تَجَنُّب هُوَ
ham,هل نلتقي في المقهى الساعة 15؟,هل نلتقي في المقهى الساعة 15,"['هل', 'نلتقي', 'في', 'المقهى', 'الساعة', '15']","['نلتقي', 'المقهى', 'الساعة', '15']",نلتقي مَقهَى سَاعَة 15
ham,هل يمكنك شراء الخبز وأنت في طريقك؟,هل يمكنك شراء الخبز وأنت في طريقك,"['هل', 'يمكنك', 'شراء', 'الخبز', 'وأنت', 'في', 'طريقك']","['يمكنك', 'شراء', 'الخبز', 'وأنت', 'طريقك']",أَمكَن هُوَ شِرَاء خُبز وَ هُوَ طريقك
spam,اشترك في سحبنا لفرصة الفوز بسيارة جديدة!,اشترك في سحبنا لفرصة الفوز بسيارة جديدة,"['اشترك', 'في', 'سحبنا', 'لفرصة', 'الفوز', 'بسيارة', 'جديدة']","['اشترك', 'سحبنا', 'لفرصة', 'الفوز', 'بسيارة', 'جديدة']",اِشتِركِيّ سحبنا لِ فُرصَة فَوز بِ سَيَّارَة جَدِيد
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m
spam,عرض حصري! احصل على قرض بقيمة 20000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي3.com,عرض حصري احصل على قرض بقيمة 20000 دولار بدون رسوم انقر هنا wwwرابطوهمي3com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '20000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي3com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '20000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي3com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 20000 بدون رَسم انقر wwwرابطوهمي 3co m
spam,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام.,انقر هنا لاكتشاف طريقة مذهلة لفقدان الوزن في 3 أيام,"['انقر', 'هنا', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', 'في', '3', 'أيام']","['انقر', 'لاكتشاف', 'طريقة', 'مذهلة', 'لفقدان', 'الوزن', '3', 'أيام']",أَنقَر لِ اِكتِشَاف طَرِيقَة مُذَهَّل لِ فِقدَان وَزن 3 يَوم
spam,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو.,اشترِ الآن واحصل على مكافأة نقدية بقيمة 100 يورو,"['اشترِ', 'الآن', 'واحصل', 'على', 'مكافأة', 'نقدية', 'بقيمة', '100', 'يورو']","['اشترِ', 'واحصل', 'مكافأة', 'نقدية', 'بقيمة', '100']",اِشتَرَى وَ حَصَل مُكَافَأَة نقدية بِ قِيمَة 100
ham,كان يومًا رائعًا!,كان يومًا رائعًا,"['كان', 'يومًا', 'رائعًا']","['يومًا', 'رائعًا']",يَوم رَائِع
ham,حظًا موفقًا في مقابلتك الوظيفية!,حظًا موفقًا في مقابلتك الوظيفية,"['حظًا', 'موفقًا', 'في', 'مقابلتك', 'الوظيفية']","['حظًا', 'موفقًا', 'مقابلتك', 'الوظيفية']",حَظّ مُوَفَّق مُقَابَلَة هُوَ وَظِيفِيّ
ham,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا!,سنذهب في عطلة نهاية الأسبوع، سيكون الأمر ممتعًا,"['سنذهب', 'في', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']","['سنذهب', 'عطلة', 'نهاية', 'الأسبوع،', 'سيكون', 'الأمر', 'ممتعًا']",سَ ذَهَب عُطلَة نِهَايَة أُسبُوع ، سَ كَان أَمر مُمتَع
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500
spam,سيتم حذف حساب WhatsApp الخاص بك إذا لم تقم بتحديث معلوماتك.,سيتم حذف حساب whatsapp الخاص بك إذا لم تقم بتحديث معلوماتك,"['سيتم', 'حذف', 'حساب', 'whatsapp', 'الخاص', 'بك', 'إذا', 'لم', 'تقم', 'بتحديث', 'معلوماتك']","['سيتم', 'حذف', 'حساب', 'whatsapp', 'الخاص', 'تقم', 'بتحديث', 'معلوماتك']",سَ تَمّ حِذف حِسَاب هُوَ خَاصّ قَمّ بِ تَحدِيث مَعلُومَة
ham,أتمنى لك يومًا سعيدًا!,أتمنى لك يومًا سعيدًا,"['أتمنى', 'لك', 'يومًا', 'سعيدًا']","['أتمنى', 'يومًا', 'سعيدًا']",تَمَنَّى يَوم سَعِيد
ham,مرحبًا علي، هل ستأتي إلى الحفلة هذا الأسبوع؟,مرحبًا علي، هل ستأتي إلى الحفلة هذا الأسبوع,"['مرحبًا', 'علي،', 'هل', 'ستأتي', 'إلى', 'الحفلة', 'هذا', 'الأسبوع']","['مرحبًا', 'علي،', 'ستأتي', 'الحفلة', 'الأسبوع']",مَرحَبًا علي ، سَ أَتَى حَفلَة أُسبُوع
spam,تم اختيارك لتجربة منتج مجاني، سجل الآن!,تم اختيارك لتجربة منتج مجاني، سجل الآن,"['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل', 'الآن']","['تم', 'اختيارك', 'لتجربة', 'منتج', 'مجاني،', 'سجل']",تَمّ اِختِيَارك لِ تَجرِبَة مُنتَج مَجَّانِيّ ، سَجَّل
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم
spam,عرض حصري! احصل على قرض بقيمة 10000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي3.com,عرض حصري احصل على قرض بقيمة 10000 دولار بدون رسوم انقر هنا wwwرابطوهمي3com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '10000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي3com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '10000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي3com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 10000 بدون رَسم انقر wwwرابطوهمي 3co m
spam,لديك رسالة صوتية غير مقروءة، استمع إليها هنا.,لديك رسالة صوتية غير مقروءة، استمع إليها هنا,"['لديك', 'رسالة', 'صوتية', 'غير', 'مقروءة،', 'استمع', 'إليها', 'هنا']","['لديك', 'رسالة', 'صوتية', 'مقروءة،', 'استمع', 'إليها']",لَدِيك رِسَالَة صَوتِيّ مقروءة ، اِستَمَع إِلَى هُوَ
ham,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه!,كان الفيلم الذي شاهدناه أمس رائعًا، يجب أن تراه,"['كان', 'الفيلم', 'الذي', 'شاهدناه', 'أمس', 'رائعًا،', 'يجب', 'أن', 'تراه']","['الفيلم', 'شاهدناه', 'رائعًا،', 'يجب', 'تراه']",فِيلم شاهدناه رَائِع ، وَجَب تراه
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500
ham,الطقس جميل اليوم، هل نخرج؟,الطقس جميل اليوم، هل نخرج,"['الطقس', 'جميل', 'اليوم،', 'هل', 'نخرج']","['الطقس', 'جميل', 'اليوم،', 'نخرج']",طَقس جَمِيل يَوم ، نخرج
spam,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو!,لقد ربحت بطاقة هدايا أمازون بقيمة 500 يورو,"['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500', 'يورو']","['لقد', 'ربحت', 'بطاقة', 'هدايا', 'أمازون', 'بقيمة', '500']",لقد رَبَح بِطَاقَة هَدِيَّة أمازون بِ قِيمَة 500
spam,عرض حصري! احصل على قرض بقيمة 50000 دولار بدون رسوم. انقر هنا: www.رابط-وهمي2.com,عرض حصري احصل على قرض بقيمة 50000 دولار بدون رسوم انقر هنا wwwرابطوهمي2com,"['عرض', 'حصري', 'احصل', 'على', 'قرض', 'بقيمة', '50000', 'دولار', 'بدون', 'رسوم', 'انقر', 'هنا', 'wwwرابطوهمي2com']","['عرض', 'حصري', 'احصل', 'قرض', 'بقيمة', '50000', 'بدون', 'رسوم', 'انقر', 'wwwرابطوهمي2com']",عَرض حِصرِيّ حَصل قَرض بِ قِيمَة 50000 بدون رَسم انقر wwwرابطوهمي 2co m
spam,تحذير: تم اختراق حسابك على Facebook، أعد تعيين كلمة المرور هنا.,تحذير تم اختراق حسابك على facebook، أعد تعيين كلمة المرور هنا,"['تحذير', 'تم', 'اختراق', 'حسابك', 'على', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور', 'هنا']","['تحذير', 'تم', 'اختراق', 'حسابك', 'facebook،', 'أعد', 'تعيين', 'كلمة', 'المرور']",تَحذِير تَمّ اِختِرَاق حَسَّابَك أَacُeوَoُoِّ ، أَعَدّ تَعيِين كَلِمَة مُرُور
spam,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة!,استفد من هذا العرض الحصري، ولكن سارع، الكمية محدودة,"['استفد', 'من', 'هذا', 'العرض', 'الحصري،', 'ولكن', 'سارع،', 'الكمية', 'محدودة']","['استفد', 'العرض', 'الحصري،', 'سارع،', 'الكمية', 'محدودة']",اِستَفَدّ عَرض حَصرِيّ ، سَارَع ، كَمِّيَّة مَحدُود
